citric acid,residual sugar,pH,sulphates,alcohol,type
0.34,10.5,3.04,0.41,10.4,0
0.4,1.5,3.46,0.5,11.4,0
0.23,14.8,3.18,0.49,9.7,0
0.44,1.9,3.28,0.55,9.5,1
0.35,1.7,3.3,0.74,11.8,1
0.3,5.7,3.27,0.41,11.0,0
0.2,2.8,3.34,0.7,9.6,1
0.0,2.2,3.25,0.5,9.8,1
0.08,2.3,3.52,0.57,11.0,1
0.61,16.2,3.06,0.36,9.2,0
0.02,2.2,3.32,0.68,11.1,1
0.3,2.8,3.26,0.51,9.3,1
0.37,2.5,3.25,0.5,11.0,0
0.04,1.7,3.72,0.58,11.4,1
0.2,8.7,3.17,0.44,9.3,0
0.12,2.0,3.38,0.52,10.1,1
0.32,1.3,3.11,0.56,12.25,0
0.26,5.5,3.09,0.57,9.9,0
0.26,20.3,3.04,0.38,12.3,0
0.23,2.3,3.43,0.62,10.1,1
0.32,1.9,3.41,0.56,12.6,1
0.45,2.0,3.22,0.76,11.4,1
0.12,2.3,3.47,0.71,11.3,1
0.3,13.0,3.16,0.5,9.6,0
0.52,1.8,3.28,0.77,11.5,1
0.26,1.8,3.16,1.14,9.4,1
0.29,2.2,3.36,0.49,9.1,1
0.24,2.2,3.57,0.57,11.7,1
0.3,5.1,3.24,0.38,9.0,0
0.49,2.0,3.12,1.02,9.3,1
0.51,7.9,3.18,0.52,9.4,0
0.65,2.3,3.03,0.57,9.9,1
0.23,2.3,3.21,0.58,9.5,1
0.0,2.1,3.68,0.73,11.4,1
0.28,3.7,3.22,0.27,11.2,0
0.26,18.95,3.2,0.5,10.4,0
0.21,4.1,3.53,0.72,9.25,1
0.0,1.9,3.36,0.59,11.0,1
0.48,2.1,3.2,0.69,12.1,1
0.31,1.3,3.42,0.5,10.1,0
0.47,1.6,3.21,0.36,9.8,0
0.32,2.2,3.2,0.57,10.0,0
0.34,1.6,3.2,0.67,10.5,1
0.35,1.4,3.24,0.42,10.7,0
0.28,3.6,2.91,0.78,11.4,0
0.04,2.5,3.53,0.55,9.5,1
0.66,15.9,3.14,0.5,8.8,0
0.36,8.1,3.08,0.42,9.2,0
0.5,2.4,3.22,0.65,11.6,1
0.36,6.1,3.35,0.8,10.5,1
0.01,2.7,3.15,0.3,11.9,0
0.28,3.7,3.23,0.41,12.1,0
0.4,1.8,3.14,0.39,10.9,0
0.35,0.6,3.08,0.38,10.6,0
0.3,14.9,3.04,0.54,9.0,0
0.3,5.4,3.32,0.45,9.3,0
0.25,2.2,3.15,0.53,9.8,1
0.46,9.0,3.18,0.6,10.9,1
0.3,8.7,3.11,0.61,10.6,0
0.33,1.3,3.24,0.6,9.3,1
0.27,2.0,3.78,0.64,12.3,1
0.63,2.9,3.16,0.78,12.5,1
0.01,1.5,3.38,0.36,12.3,0
0.43,2.3,3.15,0.57,11.0,1
0.24,6.3,3.36,0.54,10.0,0
0.36,2.0,3.1,0.71,12.3,0
0.34,1.6,3.12,0.7,10.4,0
0.07,2.4,3.43,0.76,9.7,1
0.19,8.2,3.16,0.52,9.7,0
0.04,1.6,3.54,0.62,12.2,1
0.02,2.1,3.35,0.62,10.4,1
0.28,11.1,2.89,0.57,9.0,0
0.26,12.6,3.42,0.42,9.7,0
0.15,1.8,3.42,0.67,11.3,1
0.47,2.5,3.24,0.65,10.8,1
0.0,2.3,3.58,0.59,12.5,1
0.06,2.1,3.68,0.71,9.6,1
0.12,1.9,3.44,0.48,10.5,1
0.37,2.6,3.18,0.5,10.9,0
0.12,2.9,3.3,0.64,10.4,1
0.26,1.9,3.43,0.74,9.2,1
0.22,4.5,2.97,0.52,12.2,0
0.4,6.9,3.26,0.44,10.1,0
0.08,1.8,3.48,0.53,9.0,1
0.3,9.6,3.39,0.38,9.6,0
0.36,1.3,3.27,0.95,9.5,0
0.21,8.2,3.23,0.48,9.5,0
0.32,2.1,3.3,0.8,11.2,1
0.38,4.9,3.23,0.58,13.1,0
0.28,2.2,3.31,0.43,11.1,0
0.29,2.1,3.22,0.72,11.2,1
0.25,1.3,3.61,0.54,10.2,0
0.31,2.4,3.41,0.54,9.4,1
0.6,2.2,3.04,1.06,9.4,1
0.1,6.0,3.37,0.69,10.1,1
0.17,5.4,3.28,0.5,9.5,1
0.49,2.4,3.23,0.64,9.5,1
0.28,12.5,3.18,0.41,10.0,0
0.02,2.5,3.48,0.6,9.7,1
0.08,1.2,3.57,0.85,13.0,1
0.78,9.9,3.01,0.55,11.0,0
0.49,5.8,3.01,0.98,10.5,0
0.28,4.5,3.16,0.56,12.2,0
0.49,2.8,3.3,0.6,9.5,1
0.22,1.9,3.31,0.48,9.5,1
0.47,3.0,3.29,0.75,10.0,0
0.41,2.3,3.21,0.5,9.5,1
0.38,2.5,3.15,0.58,9.8,1
0.43,2.3,3.17,0.81,11.2,1
0.48,3.1,3.17,0.53,10.5,1
0.27,1.2,3.01,0.55,10.4,0
0.24,11.2,3.12,0.43,11.3,0
0.25,19.1,3.05,0.5,9.2,0
0.11,1.9,3.19,0.82,9.6,1
0.26,17.3,3.0,0.43,9.4,0
0.36,1.9,3.27,0.54,11.2,1
0.6,2.1,3.05,0.54,10.1,0
0.22,8.3,3.33,0.6,9.6,0
0.32,2.5,3.29,0.62,10.1,1
0.66,2.3,3.17,0.67,9.6,1
0.17,8.2,3.09,0.3,9.5,0
0.62,2.6,3.16,0.67,9.7,1
0.38,7.9,3.17,0.46,9.1,0
0.66,2.6,3.17,0.68,9.8,1
0.1,1.8,3.35,0.56,9.2,1
0.24,1.7,3.37,0.6,10.1,0
0.21,2.1,3.25,0.51,9.9,1
0.38,8.7,2.98,0.57,9.4,0
0.74,10.0,3.06,0.43,10.0,0
0.0,1.9,3.4,0.74,9.7,1
0.34,8.5,3.22,0.56,10.5,0
0.13,2.0,3.61,0.64,9.8,1
0.01,1.9,3.39,0.54,9.6,1
0.33,1.0,3.25,0.45,9.8,0
0.09,2.5,3.57,0.63,12.0,1
0.58,4.1,3.29,0.99,12.0,1
0.3,4.2,3.28,0.49,11.8,0
0.28,4.9,3.36,0.57,10.9,0
0.0,1.8,3.68,0.73,13.6,1
0.26,9.2,3.14,0.55,9.3,0
0.2,7.5,3.18,0.48,9.53333333333333,0
0.45,1.2,2.74,0.47,10.8,0
0.23,7.3,3.25,0.53,9.1,0
0.51,2.2,3.08,0.6,9.8,0
0.25,3.4,3.19,0.42,9.2,1
0.22,5.25,3.13,0.45,11.6,0
0.59,2.6,3.18,0.65,11.0,1
0.01,2.3,3.42,0.58,10.7,1
0.3,9.9,3.07,0.5,10.1,0
0.32,1.7,3.59,0.48,12.7,0
0.35,5.7,3.24,0.5,10.1,0
0.02,1.8,3.54,0.52,10.0,1
0.37,1.8,3.11,0.35,11.1,0
0.41,10.8,3.09,0.59,10.9666666666667,0
0.19,1.1,3.05,0.5,9.5,0
0.21,1.8,3.59,0.66,9.8,1
0.0,2.1,3.48,0.65,11.4,1
0.13,2.4,3.43,0.59,10.8,1
0.14,2.8,3.36,0.49,10.7,1
0.3,12.8,3.0,0.52,9.0,0
0.24,11.0,2.98,0.56,10.5,0
0.09,1.5,3.07,0.57,9.2,0
0.26,1.4,3.24,0.56,9.5,0
0.31,9.9,3.46,0.55,11.4,0
0.58,1.9,3.06,0.49,9.0,1
0.31,8.0,3.28,0.57,10.4,0
0.27,12.9,3.17,0.43,10.0,0
0.0,2.1,3.49,0.67,9.2,1
0.6,1.1,3.09,0.44,9.1,0
0.32,15.3,3.31,0.61,9.4,0
0.5,1.9,3.01,1.1,9.4,1
0.53,4.0,3.21,0.59,12.1,1
0.3,2.2,3.21,0.47,10.6,0
0.33,2.5,3.3,0.58,11.2,1
0.53,4.0,3.21,0.59,12.1,1
0.19,3.2,3.56,0.52,12.7,1
0.02,2.7,3.58,0.89,12.3,1
0.28,6.3,3.29,0.46,11.6,0
0.15,1.8,3.42,0.57,9.4,1
0.34,2.3,3.24,0.6,9.7,1
0.0,2.5,3.52,0.58,12.9,1
0.0,2.4,3.27,0.73,9.3,1
0.46,2.5,3.05,0.64,9.5,1
0.66,2.4,3.2,0.53,11.9,1
0.1,2.6,3.39,0.49,9.7,1
0.45,1.8,3.41,0.76,11.9,1
0.22,17.8,3.07,0.53,9.2,0
0.55,2.1,3.11,0.62,10.8,1
0.02,2.2,3.32,0.68,11.0666666666667,1
0.36,13.2,3.01,0.48,9.0,0
0.31,6.3,3.08,0.49,10.8,0
0.28,12.0,3.31,0.55,9.3,0
0.3,6.2,3.17,0.27,13.6,0
0.31,8.4,3.09,0.32,8.8,0
0.2,0.9,3.1,0.42,10.4,0
0.0,4.3,3.2,0.45,9.5,1
0.26,5.2,3.06,0.5,12.3,0
0.19,2.0,3.39,0.78,10.0,1
0.21,0.95,3.34,0.42,8.0,0
0.02,2.0,3.35,0.76,11.6,1
0.44,2.5,3.35,0.54,12.4,1
0.0,5.5,3.4,0.55,9.6,1
0.08,2.2,3.3,0.65,9.6,1
0.45,1.9,3.35,0.7,12.5,1
0.25,3.8,3.11,0.4,11.0,0
0.35,1.8,2.91,0.57,12.0,0
0.49,5.9,3.36,0.36,9.4,0
0.09,3.9,3.41,0.52,11.1,1
0.1,2.6,3.3,0.47,10.5,1
0.28,6.3,3.29,0.46,11.6,0
0.49,1.2,3.07,0.33,12.2,0
0.33,7.7,3.37,0.59,10.1,0
0.09,2.3,3.32,0.55,9.0,1
0.11,2.7,3.19,0.7,10.1,1
0.37,1.8,3.49,0.44,10.5,0
0.29,1.0,3.76,0.49,11.3,0
0.33,1.9,3.17,0.44,11.7,0
0.32,12.9,3.3,0.56,11.5,1
0.24,2.1,3.22,0.66,12.8,1
0.31,13.55,3.2,0.56,11.0,0
0.15,2.1,3.32,0.62,9.3,1
0.38,1.1,2.88,0.6,12.0,0
0.01,2.2,3.39,0.4,12.8,1
0.56,11.9,3.02,0.63,9.3,0
0.04,2.2,3.46,0.47,10.0,1
0.18,1.6,3.34,0.58,9.4,1
0.25,1.7,3.47,0.5,10.8,0
0.18,15.0,3.14,0.5,9.2,0
0.32,2.8,3.31,0.64,10.3,1
0.58,3.0,3.16,1.0,11.5,1
0.33,3.7,3.25,0.42,12.3,0
0.0,1.9,3.5,0.53,11.2,1
0.01,1.8,3.35,0.58,11.0,1
0.3,1.6,3.44,0.5,9.4,1
0.21,1.7,3.32,0.44,9.5,1
0.4,2.2,3.44,0.64,9.2,1
0.25,3.1,3.24,0.4,11.3,0
0.26,13.1,3.31,0.46,9.0,0
0.31,2.4,3.03,0.65,12.0,0
0.09,2.1,3.35,0.54,10.5,1
0.32,6.2,3.22,0.6,11.0,0
0.28,3.2,3.31,0.53,9.7,1
0.49,3.8,2.95,0.4,9.4,0
0.15,2.2,3.41,0.59,10.1,1
0.43,2.8,3.06,0.57,10.1,1
0.44,1.4,3.11,0.75,10.3,0
0.22,10.7,2.86,0.36,9.7,0
0.33,3.95,3.23,0.53,13.4,0
0.49,3.2,3.03,0.32,11.3,0
0.45,1.5,3.18,0.89,11.1,1
0.39,2.3,3.37,0.58,10.3,1
0.0,1.7,3.31,0.62,10.7,1
0.49,2.5,3.22,0.55,9.4,1
0.0,1.8,3.45,0.58,9.8,1
0.29,1.9,3.45,0.59,9.5,1
0.38,1.3,3.2,0.47,10.0,0
0.58,5.0,3.3,0.6,12.3,0
0.34,1.0,3.44,0.44,11.45,0
0.15,2.8,3.17,0.63,10.2,1
0.4,1.8,3.28,0.7,11.1,1
0.2,1.9,3.37,0.64,10.4,1
0.02,1.7,3.36,0.54,10.5,1
0.26,1.5,3.19,0.56,11.3,0
0.3,2.2,3.32,0.47,12.9,0
0.1,2.3,3.42,0.58,10.2,1
0.01,2.0,3.48,0.65,9.8,1
0.53,2.4,3.2,1.13,12.0,1
0.08,1.9,3.6,0.68,10.3,1
0.29,1.7,3.28,0.45,10.6,0
0.32,1.2,3.05,0.54,9.8,0
0.39,1.5,3.18,0.47,11.1,0
0.34,15.4,3.03,0.42,9.0,0
0.41,1.0,3.14,0.56,11.4,0
0.35,2.0,3.28,0.62,9.4,1
0.36,11.5,3.11,0.49,9.6,0
0.3,2.1,3.39,0.43,12.7,0
0.26,8.8,3.32,0.37,10.2,0
0.02,1.8,3.55,0.63,9.95,1
0.0,1.65,3.47,0.53,12.9,1
0.35,6.0,3.1,0.47,9.4,0
0.42,2.4,3.2,0.71,11.4,1
0.26,2.5,3.27,0.6,9.3,1
0.42,2.0,3.16,0.72,11.5,1
0.24,4.55,3.37,0.67,9.5,0
0.34,4.0,3.39,0.39,12.8,0
0.22,1.5,3.19,0.48,10.2,0
0.28,12.4,3.16,0.51,9.9,0
0.02,1.8,3.46,0.68,9.5,1
0.0,1.9,3.31,0.63,11.0,1
0.08,1.8,3.38,0.54,11.0,1
0.24,1.3,3.77,0.6,10.6,0
0.2,2.4,3.18,0.4,9.2,0
0.12,1.7,3.16,0.49,9.4,1
0.4,2.6,3.34,0.75,10.2,1
0.29,4.2,3.45,0.68,11.5,1
0.35,17.5,3.24,0.42,9.0,0
0.44,1.9,3.3,0.64,11.4,1
0.27,10.4,3.04,0.52,11.5,0
0.5,2.0,3.04,1.61,9.5,1
0.36,5.9,3.33,0.83,10.5,1
0.3,1.1,3.02,0.51,11.0,0
0.02,2.1,3.35,0.62,10.4,1
0.28,12.6,3.19,0.37,10.7,0
0.32,10.5,3.11,0.42,11.8,0
0.14,1.8,3.53,0.61,10.4,1
0.3,1.2,3.32,0.62,11.3,0
0.41,2.0,3.28,0.7,9.7,1
0.78,13.9,3.39,0.48,10.5,1
0.28,2.7,3.22,0.67,9.4,1
0.02,2.1,3.47,0.67,9.4,1
0.32,2.4,3.24,0.66,12.5,0
0.32,2.1,3.3,0.65,10.0,1
0.23,12.4,3.11,0.56,9.9,0
0.32,10.6,3.47,0.59,9.3,0
0.34,5.6,3.22,0.38,11.0,0
0.32,2.8,2.92,0.47,11.05,0
0.35,1.6,3.19,0.44,9.8,0
0.31,7.5,3.19,0.46,9.8,0
0.45,1.8,3.41,0.76,11.9,1
0.23,8.3,3.44,0.55,12.1,1
0.35,1.3,3.13,0.52,11.0,0
0.4,2.0,3.18,0.32,12.9,0
0.24,11.9,3.14,0.54,9.8,0
0.46,0.9,3.24,0.35,12.1,0
0.08,2.4,3.24,0.71,9.8,1
0.24,15.1,3.13,0.51,12.0,0
0.27,5.8,3.17,0.53,13.0,0
0.19,1.8,3.19,0.93,9.5,1
0.44,2.4,3.19,0.63,9.5,1
0.49,1.3,3.11,0.46,9.8,0
0.32,11.0,3.24,0.4,11.5,0
0.21,5.6,2.96,0.52,11.0,0
0.26,1.9,3.25,0.62,10.0,1
0.3,2.8,3.33,0.67,11.2,1
0.43,2.5,3.23,0.47,10.7,0
0.01,1.5,3.4,0.58,9.8,1
0.5,14.5,2.94,0.44,9.1,0
0.57,4.6,3.28,0.57,12.5,1
0.26,4.5,3.24,0.46,9.1,0
0.26,14.8,3.2,0.35,9.8,0
0.28,10.2,3.11,0.45,10.9,0
0.41,7.8,3.12,0.51,9.6,0
0.37,1.4,3.32,0.58,9.2,1
0.49,4.3,3.3,0.68,12.7,1
0.0,2.4,3.52,0.55,10.7,1
0.31,7.4,3.06,0.55,12.2,0
0.41,8.2,3.39,0.49,9.3,0
0.25,4.2,3.26,0.52,13.1,0
0.49,5.9,3.21,0.48,10.8,0
0.49,23.5,2.98,0.47,8.6,0
0.21,2.3,3.12,0.44,9.2,1
0.0,1.6,3.48,0.85,11.7,1
0.52,6.2,3.28,0.51,11.8,0
0.24,2.3,3.34,0.52,10.0,1
0.31,14.5,3.1,0.5,9.2,0
0.22,16.0,3.08,0.5,9.1,0
0.29,5.2,2.95,0.39,12.5,0
0.36,1.4,3.17,0.47,9.4,0
0.02,1.7,3.36,0.54,10.5,1
0.04,2.2,3.53,0.56,9.9,1
0.31,1.6,2.97,0.43,11.9,0
0.22,16.7,3.22,0.67,10.4,0
0.0,2.35,3.29,0.45,9.4,1
0.33,2.8,3.28,0.51,13.4,0
0.11,2.3,3.17,0.53,9.4,1
0.1,2.1,3.44,0.76,10.8,1
0.63,11.0,3.09,0.44,8.7,0
0.35,1.2,3.06,0.45,11.3,0
0.6,2.1,3.38,0.72,10.6,1
0.25,2.2,3.15,0.53,9.8,1
0.6,2.0,3.3,0.86,12.4,1
0.29,10.3,3.19,0.38,9.8,0
0.39,1.6,3.12,0.59,9.5,1
0.22,4.8,3.29,0.67,10.6,0
0.14,2.0,3.14,0.56,9.7,1
0.2,2.0,3.36,0.44,10.9,1
0.16,2.0,3.22,0.58,11.2,1
0.24,2.5,3.6,0.59,11.1,1
0.33,1.4,3.27,0.61,9.5,0
0.49,5.0,3.19,0.52,12.5,1
0.0,5.6,3.46,0.72,10.2,1
0.0,2.6,3.2,0.68,9.8,1
0.12,2.9,3.3,0.64,10.4,1
0.49,1.6,3.4,0.59,10.2,0
0.03,2.3,3.35,0.52,10.0,1
0.16,7.0,3.18,0.47,9.6,0
0.49,3.5,3.19,0.35,11.5,0
0.47,1.4,3.22,0.82,10.3,1
0.5,8.3,3.2,0.51,9.6,0
0.26,7.0,3.17,0.38,10.2,0
0.15,3.2,3.28,0.54,9.6,1
0.27,4.7,3.01,0.33,12.0,0
0.38,2.8,3.34,0.72,12.9,1
0.28,1.8,3.02,0.4,11.9,0
0.27,2.8,3.21,0.56,12.0,1
0.39,2.4,3.28,0.59,10.3,0
0.22,16.65,3.24,0.48,9.0,0
0.34,3.5,3.42,0.58,10.4,0
0.26,1.6,3.11,0.8,9.3,1
0.1,1.7,3.09,0.43,9.7,1
0.0,1.9,3.34,0.6,9.7,1
0.36,8.0,3.02,0.37,11.4,0
0.5,2.6,3.12,0.78,10.7,1
0.57,2.3,3.36,0.55,11.4,1
0.3,3.0,3.3,0.53,9.4,1
0.05,1.9,3.34,0.95,10.5,1
0.66,9.1,3.66,0.55,10.8,0
0.27,2.0,3.13,0.62,9.1,1
0.42,14.3,3.18,0.63,9.2,0
0.31,1.6,3.6,0.67,10.4,0
0.24,13.1,3.1,0.49,8.8,0
0.31,12.2,3.06,0.53,8.9,0
0.22,18.15,3.06,0.5,9.2,0
0.2,16.05,3.09,0.46,8.9,0
0.37,7.2,3.26,0.56,9.8,0
0.32,3.5,3.4,0.71,12.3,0
0.39,1.4,3.19,0.55,11.4,1
0.31,13.1,3.05,0.53,9.1,0
0.4,15.4,3.2,0.69,9.4,0
0.59,1.4,3.03,1.34,9.2,1
0.22,1.6,3.51,0.38,12.5,0
0.21,1.6,3.38,0.46,10.0,0
0.34,2.5,3.4,0.78,11.3,1
0.05,2.1,3.31,0.55,9.7,1
0.5,2.3,3.5,0.57,9.7,1
0.0,1.4,3.36,0.45,9.5,1
0.53,3.3,3.2,0.95,9.2,1
0.0,2.5,3.48,0.56,9.6,1
0.2,1.4,3.24,0.54,10.8,0
0.16,9.0,3.36,0.37,10.4,0
0.03,1.8,3.34,0.39,9.5,1
0.36,1.6,3.34,0.56,9.2,1
0.31,2.0,3.17,0.55,10.4,1
0.1,2.2,3.52,0.76,11.2,1
0.29,4.8,3.49,0.59,10.3,0
0.46,15.4,3.27,0.58,9.0,0
0.32,2.0,3.3,0.5,10.4,0
0.33,2.0,3.22,0.56,9.9,0
0.42,5.5,3.42,0.72,10.5,1
0.17,2.4,3.4,0.59,10.3,1
0.49,5.4,3.56,0.44,10.8,0
0.08,2.7,3.21,0.59,10.0,1
0.49,2.6,3.12,0.75,10.4,1
0.44,6.5,2.96,0.37,12.5,0
0.21,2.7,3.28,0.58,9.6,1
0.22,2.2,3.18,0.51,9.6,1
0.0,2.4,3.32,0.6,10.0,1
0.45,8.6,3.16,0.51,9.1,0
0.49,2.6,3.35,0.57,9.7,1
0.5,3.0,3.26,1.11,11.0,1
0.37,9.1,3.05,0.54,11.1,0
0.3,14.2,3.14,0.46,8.9,0
0.43,2.9,3.08,0.57,10.1,1
0.22,8.6,3.25,0.41,10.2,0
0.28,1.7,3.13,0.45,10.2,0
0.26,1.9,3.23,0.54,9.5,1
0.24,2.0,3.72,0.74,14.0,1
0.44,15.8,3.14,0.51,9.2,0
0.33,7.4,3.25,0.49,11.1,0
0.44,2.6,3.3,0.84,11.5,1
0.03,2.6,3.5,0.6,9.8,1
0.15,9.8,3.36,0.47,10.2,0
0.02,1.9,3.46,0.53,11.8,1
0.34,1.4,3.12,0.48,9.1,1
0.71,17.5,2.85,0.5,9.5,0
0.29,1.7,3.49,0.5,10.5,0
0.49,2.5,3.07,0.82,10.3,1
0.5,2.5,3.34,0.79,13.3,1
0.49,2.5,3.26,0.86,10.7,1
0.25,2.8,3.23,0.57,9.7,1
0.02,7.9,3.47,0.53,9.9,1
0.31,2.1,3.33,0.64,10.7,0
0.26,1.9,3.3,0.53,9.8,1
0.34,10.2,3.18,0.51,10.3,0
0.32,8.3,3.21,0.34,9.2,0
0.14,5.0,3.3,0.71,10.3,0
0.26,8.2,2.99,0.31,11.4,0
0.65,2.6,3.05,0.61,10.6,1
0.07,2.5,3.38,0.55,10.9,1
0.32,7.2,3.13,0.55,10.9,0
0.44,2.3,3.46,0.63,9.5,1
0.55,2.0,3.1,0.76,10.3,1
0.34,6.6,3.22,0.68,9.3,1
0.49,6.1,3.31,1.14,9.3,1
0.31,2.5,3.19,0.7,10.0,1
0.0,1.6,3.5,0.63,10.9,1
0.45,4.2,3.06,0.54,11.3,0
0.6,2.6,3.38,0.79,11.1,1
0.49,8.2,3.52,0.58,9.7,0
0.26,1.8,3.4,0.58,9.5,1
0.2,1.6,3.41,0.56,9.2,1
0.0,2.5,3.43,0.56,11.2,1
0.27,1.4,3.15,0.46,10.3,0
0.27,1.5,3.36,0.62,10.5,0
0.35,1.2,3.1,0.48,10.6,0
0.29,2.4,3.18,0.6,9.5,0
0.07,1.7,3.12,0.48,10.0,1
0.24,3.8,3.15,0.45,8.9,0
0.28,3.2,3.22,0.54,9.4,1
0.36,7.1,3.35,0.47,12.1,0
0.18,2.5,3.2,0.47,9.7,1
0.09,2.2,3.15,0.66,9.8,1
0.15,7.1,3.24,0.48,9.9,0
0.49,7.0,3.21,0.33,10.0,0
0.32,9.0,3.25,0.5,10.4,0
0.2,7.8,3.29,0.54,9.2,1
0.13,2.6,3.31,0.59,9.2,1
0.39,1.4,3.27,0.72,11.7,0
0.66,3.0,3.18,0.63,10.8,1
0.48,2.6,3.32,0.7,9.6,1
0.57,1.0,3.06,0.41,9.5,0
0.26,9.0,3.25,0.53,10.2,0
0.09,5.5,3.35,0.49,10.8,1
0.39,6.4,3.19,0.38,9.4,0
0.25,4.4,3.25,0.52,9.8,0
0.26,12.5,3.1,0.52,9.0,0
0.37,1.8,2.93,0.59,12.0,0
0.31,3.2,3.18,0.31,12.0,0
0.0,1.8,3.62,0.68,9.9,1
0.5,4.3,3.49,0.66,13.6,1
0.13,2.0,3.29,0.54,10.1,1
0.21,2.9,3.22,0.38,11.3,0
0.32,2.0,3.23,0.73,11.3,1
0.29,11.9,3.02,0.58,10.4,0
0.02,1.7,3.36,0.54,10.5,1
0.08,2.4,3.4,0.72,12.5,1
0.57,3.4,3.04,0.63,9.6,1
0.29,2.4,3.03,0.33,12.9,0
0.29,2.2,3.4,0.76,10.9,1
0.26,2.1,3.1,0.47,12.8,0
0.22,5.6,3.09,0.54,10.0,0
0.0,2.6,3.35,0.83,9.4,1
0.04,2.3,3.26,0.65,9.8,1
0.36,5.2,3.16,0.59,11.0,0
0.19,2.0,3.32,0.54,9.5,1
0.18,6.4,3.42,0.48,9.2,0
0.46,2.2,3.32,0.63,10.5,1
0.39,3.2,3.37,0.71,11.5,1
0.09,1.7,3.54,0.6,11.3,1
0.59,2.2,3.2,0.78,9.6,1
0.07,1.6,3.29,0.6,9.3,1
0.48,7.4,3.18,0.53,9.8,0
0.31,2.3,3.24,0.56,10.9,1
0.22,5.1,3.34,0.49,10.4,0
0.23,1.5,3.36,0.49,12.0,0
0.31,3.0,3.48,0.74,11.6,1
0.12,2.4,3.33,0.65,10.4,1
0.3,1.8,3.44,0.61,10.2,0
0.34,1.6,3.37,0.47,11.7,0
0.37,2.6,3.16,0.52,9.9,1
0.61,13.0,3.09,0.5,9.3,0
0.03,4.1,3.02,0.47,9.2,1
0.26,3.4,3.24,0.62,9.7,1
0.23,10.3,3.13,0.4,10.7,0
0.24,6.6,3.32,1.07,9.3,1
0.2,2.2,3.21,0.68,10.0,0
0.0,2.0,3.33,0.68,10.9,1
0.52,1.4,3.24,0.45,12.0,0
0.34,4.2,3.41,0.45,11.9,0
0.54,1.4,3.23,0.37,8.9,0
0.66,6.2,3.11,0.99,13.3,1
0.09,5.1,3.41,0.4,12.2,0
0.4,19.45,2.93,0.47,8.9,0
0.27,4.4,3.23,0.44,12.2,0
0.16,7.0,3.46,0.45,10.0,0
0.34,1.5,3.24,0.36,12.6,0
0.32,3.0,3.1,0.63,12.8,0
0.29,11.4,3.35,0.48,10.5,0
0.24,1.4,3.25,0.53,11.2,0
0.43,15.0,3.28,0.79,8.8,0
0.01,3.7,3.51,0.66,11.3,1
0.72,2.2,2.88,0.82,9.8,1
0.42,6.4,3.16,0.44,9.6,0
0.25,10.5,3.36,0.55,10.55,0
0.08,1.9,3.32,0.54,9.5,1
0.24,1.8,3.28,0.59,9.5,1
0.27,8.6,3.16,0.57,11.3,1
0.42,2.3,3.27,0.55,12.3,1
0.3,2.1,3.24,0.56,13.4,0
0.2,2.4,3.31,0.64,9.4,1
0.27,7.4,3.27,0.45,11.1,0
0.46,9.7,3.23,0.5,9.0,0
0.33,2.3,3.34,0.44,12.6,0
0.44,1.4,3.15,0.46,10.0,0
0.3,1.6,3.32,0.65,11.5,0
0.02,2.4,3.54,0.6,11.0,1
0.01,2.4,3.34,0.53,10.8,1
0.32,9.2,3.04,0.56,9.7,0
0.07,1.6,3.44,0.58,10.7,1
0.3,12.8,3.14,0.49,9.1,0
0.21,2.1,3.38,0.6,10.3,1
0.28,9.1,3.16,0.47,9.8,0
0.4,1.3,3.2,0.83,10.9,1
0.23,2.0,3.19,0.7,9.4,1
0.34,8.5,3.22,0.56,10.5,0
0.74,1.5,3.35,0.48,11.2,0
0.49,1.5,2.99,0.61,9.8,0
0.36,5.7,2.93,0.59,12.5,0
0.35,7.7,3.19,0.37,10.5,0
0.25,2.9,3.49,0.96,12.1,1
0.18,11.8,3.23,0.48,9.1,0
0.72,6.8,3.12,0.36,9.2,0
0.34,2.4,3.17,0.65,10.6,1
0.31,1.7,3.46,0.62,9.5,1
0.42,1.9,3.23,0.59,9.5,1
0.41,12.4,3.14,0.6,9.7,0
0.28,1.9,3.1,0.39,10.9,0
0.53,2.1,2.93,0.57,12.9,0
0.36,0.8,3.24,0.68,10.5,0
0.18,2.1,3.52,0.73,9.5,1
0.24,1.9,3.26,0.59,9.3,1
0.33,1.3,3.08,0.62,12.3,0
0.24,6.6,3.22,0.47,9.5,0
0.01,1.6,3.16,0.46,9.8,1
0.61,2.0,3.16,0.54,9.1,1
0.36,1.8,3.42,0.69,11.0,0
0.18,1.6,3.15,0.49,9.9,1
0.2,2.6,3.36,0.78,13.9,0
0.46,1.8,3.25,1.02,10.8,1
0.03,1.9,3.37,0.46,10.3,1
0.33,2.0,3.2,0.55,9.5,1
0.3,7.4,3.12,0.37,9.5,0
0.27,4.6,3.08,0.47,9.5,0
0.29,4.6,3.07,0.26,10.6,0
0.33,2.5,3.24,0.71,10.8,1
0.35,1.6,3.18,0.47,10.7,0
0.15,10.0,3.28,0.52,9.4,0
0.31,6.3,3.15,0.52,11.4,0
0.16,7.9,3.21,0.36,9.4,0
0.08,2.1,3.33,0.64,9.7,1
0.28,2.7,3.26,0.63,10.2,1
0.24,2.0,3.34,0.64,9.5,1
0.04,5.7,3.22,0.51,10.2,0
0.33,15.75,3.0,0.37,12.1,0
